"","user_id","name","screen_name","location","description","followers_count","friends_count","updated"
"1",373526339,"NOAA Habitat","NOAAHabitat","Silver Spring, MD","NOAA Fisheries' Office of Habitat Conservation protects, restores, and promotes stewardship of coastal and marine habitat to support our nation's fisheries.",13907,349,2018-02-05 14:00:00
"2",281530541,"NOAA Fisheries","NOAAFisheries","United States","Science-based conservation & management for sustainable living marine resources & healthy ecosystems. Visit us online: http://t.co/dAXVYcS7Uq",41110,408,2018-02-05 14:00:00
"3",380946467,"NOAA Fish media team","NOAAFishMedia","Washington, DC","Media relations @NOAAFisheries. Issues include fisheries management, marine mammals, sea turtles, aquaculture and more. Follows, RTs, mentions â‰  endorsement.",5289,759,2018-02-05 14:00:00
"4",501436692,"Dr. Melanie Okoro","DrMelanieOkoro","California, USA","Environmental scientist @NOAAFisheries l Teaching #ecology | @UMBC ALUM #STEM #water #scicomm #diversity | Tweets are my own opinion",1529,1996,2018-02-05 14:00:00
"5",20701449,"Rachel Brittin","GreenBrittin","Washington, DC","Mom, nature and science buff, living in DC. Comms for @AU_SPA at American University. Formerly @PewEnvironment @NOAAFisheries. Tweets are my own.",1629,2326,2018-02-05 14:00:00
"6",350860087,"Mark Scheuerell","mark_scheuerell","Seattle, WA","Applied ecologist @NOAAFisheries Affiliate professor @UW_SAFS | #PNW | #rstats | #salmon | husband | father | cyclist | skier.",952,537,2018-02-05 14:00:00
"7",343422277,"John Ewald NOAA","JohnNOAA","Washington, D.C.","Acting Director of Public Affairs at @NOAAFisheries (@NOAAFishMedia). 240-429-6127, john.ewald@noaa.gov",3611,3920,2018-02-05 14:00:00
"8",42208023,"Michelle Klein","MichelleNKlein","Arizona // Seattle // Alaska","Fisheries observer @NOAAFisheries. Studied humpback dolphins in Hong Kong and Taiwan. Sometimes I paint pretty pictures of whales. Cartophile & bibliophile.",425,921,2018-02-05 14:00:00
"9",300531865,"NOAAFish_WCRO","NOAAFish_WCRO","Portland","NOAA Fisheries West Coast Region works to protect, conserve, and recover living marine resources and their habitats in Washington, Oregon, Idaho, & California",1911,783,2018-02-05 14:00:00
"10",14342564,"NOAA","NOAA","USA (Formerly @usNOAAgov)","NOAA provides science, service and stewardship to protect life and property, and conserve/protect the Earth's natural resources. (Follows are not endorsements).",925556,118,2018-02-05 14:00:00
"11",36711678,"NOAA Satellites","NOAASatellites","Silver Spring, MD","NOAA National Environmental Satellite, Data and Information Service (NESDIS) manages NOAA's constellation of environmental satellites and the data they provide.",1284229,554,2018-02-05 14:00:00
"12",373373336,"NOAA Research","NOAAResearch","US","NOAA Research provides the research foundation for understanding our planet and technological innovation and scientific advances that improve our lives.",56016,498,2018-02-05 14:00:00
"13",16878156,"NOAA's Ocean Service","noaaocean","","NOAA's National Ocean Service is the nation's premier federal science agency for the ocean and our coasts.",172789,246,2018-02-05 14:00:00
"14",619247259,"NOAAHurricaneHunters","NOAA_HurrHunter","Lakeland, FL","https://t.co/hXWKZAi00sâ€¦
Information about missions conducted by NOAA aircraft #NOAA49 (NOAA G-IV), #NOAA42, and #NOAA43 (NOAA P-3)",107648,242,2018-02-05 14:00:00
"15",16027546,"NOAA Ocean Explorer","oceanexplorer","","NOAA Ocean Explorer is an educational website for all who wish to learn about, discover, and virtually explore the ocean realm.",206580,799,2018-02-05 14:00:00
"16",552985513,"NOAA Climate.gov","NOAAClimate","","Toward a Climate-Smart Nation. Follow us for #climate news, #science, #data, resources, and more!",67594,300,2018-02-05 14:00:00
"17",16619904,"NOAA Ocean Today","NOAAOceanToday","Washington, DC","Ocean Today is a multimedia exhibit in 43 aquariums + learning centers. Partnership between NOAA + Smithsonian. Follow us for the latest ocean news!",55248,305,2018-02-05 14:00:00
"18",29774968,"NOAA Communications","NOAAComms","Washington, D.C., USA","News on weather, oceans, fish, climate, satellites, science research & more from the @NOAA Office of Communications led by Director Julie Roberts.",96653,191,2018-02-05 14:00:00
"19",916735110,"NOAA NCEI Climate","NOAANCEIclimate","United States","NOAAâ€™s National Centers for Environmental Information (NCEI) preserve, monitor, assess, and provide access to the Nationâ€™s environmental data and information.",39198,65,2018-02-05 14:00:00
"20",1006382972,"NOAA Marine/Aviation","NOAA_OMAO","Silver Spring, MD","NOAA's Office of Marine and Aviation Operations comprises NOAA's fleet of research ships and aircraft, as well as the NOAA Commissioned Officer Corps.",4702,70,2018-02-05 14:00:00
"21",25155290,"NOAA NSSL","NOAANSSL","Norman, Oklahoma","Official Twitter feed for NOAA's National Severe Storms Laboratory. Please email with questions and comments: nssl.outreach@noaa.gov",66417,1246,2018-02-05 14:00:00
"22",824126001936474112,"Alternative NOAA","altNOAA","Silver Spring, MD","The Unofficial Resistance team of the NOAA. Account not tax payer subsidized. NOAA studies the oceans, and the atmosphere to understand our planet. #BlueTide ðŸŒŠ",169143,322,2018-02-05 14:00:00
"23",267457429,"NOAA Marine Debris","NOAADebris","Silver Spring, MD","The NOAA Marine Debris Program leads national and international efforts to keep the sea free of debris!",11933,368,2018-02-05 14:00:00
"24",2196784676,"NOAA Clean Coasts","NOAACleanCoasts","","NOAA's Office of Response and Restoration develops scientific solutions to keep the coasts clean from threats of oil, chemicals, and marine debris.",6906,417,2018-02-05 14:00:00
"25",2711909377,"NOAA AOML","NOAA_AOML","Miami, Florida","Atlantic Oceanographic & Meteorological Laboratory: A @NOAA research lab improving ocean services, ecosystem management and hurricane research for the nation.",5076,177,2018-02-05 14:00:00
"26",373526339,"NOAA Habitat","NOAAHabitat","Silver Spring, MD","NOAA Fisheries' Office of Habitat Conservation protects, restores, and promotes stewardship of coastal and marine habitat to support our nation's fisheries.",13907,349,2018-02-05 14:00:00
"27",3331224411,"NOAA WRN Ambassadors","WRNAmbassadors","","Official Twitter account for the NOAA Weather-Ready Nation Ambassadorâ„¢ initiative. Details: http://t.co/mRyGMdRYT3",4055,421,2018-02-05 14:00:00
"28",33578432,"NOAA Teacher at Sea","TeacherAtSea","Nationwide","NOAAâ€™s Teacher at Sea program gives K-College teachers insight into our ocean planet & increases understanding of science through real research projects.",13542,889,2018-02-05 14:00:00
"29",991531530,"NOAA NCEI Ocean Geo","NOAANCEIocngeo","United States","NOAAâ€™s National Centers for Environmental Information (NCEI) preserve, monitor, assess, and provide access to the Nationâ€™s environmental data and information.",3347,133,2018-02-05 14:00:00
"30",3040284751,"NOAA ESRL","NOAA_ESRL","Boulder, CO","The NOAA Earth System Research Laboratory: World-class climate, weather, and air quality research and information products for the nation.",1677,377,2018-02-05 14:00:00
"31",747469422516932608,"NOAA Education","NOAAeducation","","#Student opportunities, #educator professional development, grants, and the adventures of #NOAAScholars, brought to you by @NOAA. Like,RT,followâ‰ endorsement.",1816,233,2018-02-05 14:00:00
"32",3001660079,"NOAA Coral Program","NOAACoral","Maryland, USA","@NOAACoral is the official Twitter account for NOAA's Coral Reef Conservation Program. We preserve & restore coral reefs for current and future generations.",3448,246,2018-02-05 14:00:00
"33",57077129,"NOAA's Monterey Bay NMS","MBNMS","Monterey, CA USA","NOAA's Monterey Bay National Marine Sanctuary (MBNMS) is a federal marine protected area offshore of California's central coast, from Marin to Cambria.",3693,272,2018-02-05 14:00:00
"34",48307930,"NOAA HI Islands Humpback Whale NMS","Hihumpbackwhale","Hawaii","NOAA's Hawaiian Islands Humpback Whale National Marine Sanctuary protects humpback whales and their habitat in Hawaii.  Get involved in protecting our ocean.",2584,16,2018-02-05 14:00:00
"35",16186865,"NOAA's Cordell Bank National Marine Sanctuary","CordellBank","Point Reyes, CA","Cordell Bank National Marine Sanctuary is one of NOAA's 14 underwater treasures protected by the National Marine Sanctuary Program.",1218,68,2018-02-05 14:00:00
"36",1228588171,"NOAA Channel Islands NMS","NOAA_CINMS","","NOAA Channel Islands National Marine Sanctuary was designated in 1980 to protect marine resources surrounding five northern Channel Islands off California.",1470,122,2018-02-05 14:00:00
"37",200194491,"NOAA's Farallones Sanctuary","GFNMS","San Francisco","NOAA's Greater Farallones National Marine Sanctuary off San Francisco protects ocean wildlife and habitats through education and research.",546,33,2018-02-05 14:00:00
